Установка;Имя тега;Описание тега;Измеряемы параметер;Ед. Изм.;Дата/Время значения тега;Значение тега
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-02 12:31:42.083415+03;0.73939943
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-02 12:32:38.674575+03;0.75803703
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-02 12:33:40.191535+03;0.7268963
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-02 12:34:38.157935+03;0.7224058
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-02 12:35:36.564089+03;0.7393356
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-02 12:36:35.95308+03;0.7145828
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-02 12:37:34.749119+03;0.7160358
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-02 12:38:37.368717+03;0.73425186
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-02 12:39:37.978456+03;0.71233094
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-02 12:40:35.077201+03;0.7137241
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-02 12:41:34.273365+03;0.7267041
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-02 12:42:41.293378+03;0.7058636
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-02 12:43:38.89093+03;0.6996535
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-02 12:44:34.351364+03;0.717846
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 10:54:02.172112+03;0.5473263
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 10:56:02.037633+03;0.5619923
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 10:57:00.10327+03;0.5856999
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 10:58:02.991609+03;0.6149442
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 10:59:02.093136+03;0.5945364
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:00:01.761151+03;0.6162791
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:01:02.20245+03;0.6380452
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:02:09.283147+03;0.62982285
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:03:12.019989+03;0.6613703
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:06:02.991894+03;0.69007814
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:08:09.439981+03;0.7430463
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:11:05.590501+03;0.7466285
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:13:00.774545+03;0.7612176
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:19:03.276534+03;0.72450835
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:23:03.109106+03;0.69203115
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:24:05.969059+03;0.6851856
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:25:04.178105+03;0.6904284
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:26:03.119657+03;0.66097856
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:27:10.32422+03;0.6590091
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:29:12.055318+03;0.64700603
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:30:03.696132+03;0.6689342
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:31:02.511963+03;0.6414337
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:32:04.177872+03;0.63901687
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:33:05.549205+03;0.662521
Г-43-107 ;G43-107:FQIRC1-816.F;Расход, бензин-отгон;Массовый расход;т/ч;2022-10-03 11:34:22.292796+03;0.66974807
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 11:35:37.313407+03;10.104676
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 11:37:33.79624+03;10.097047
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 11:39:38.277987+03;10.10048
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 11:41:33.716571+03;10.109636
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 11:43:37.699344+03;10.109255
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 11:45:36.669672+03;10.108492
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 11:48:34.627558+03;10.109255
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 11:50:36.35293+03;10.110018
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 11:52:33.706771+03;10.112307
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 11:54:35.858938+03;10.122988
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 11:56:42.314051+03;10.117647
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 11:58:33.179408+03;10.111544
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:01:33.714514+03;10.110018
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:02:32.918483+03;10.109636
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:05:32.336021+03;10.093995
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:07:40.187128+03;10.100099
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:10:34.401655+03;10.109636
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:12:36.164629+03;10.114595
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:13:32.964174+03;10.113832
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:15:33.611641+03;10.122225
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:18:37.18724+03;10.114977
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:19:34.816319+03;10.114977
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:21:37.8834+03;10.11574
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:24:33.230015+03;10.117647
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:26:37.605703+03;10.109255
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:28:36.31609+03;10.111162
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:30:33.225732+03;10.104295
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:32:34.004001+03;10.099717
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:34:34.352118+03;10.119936
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:36:33.823277+03;10.13138
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:38:34.410983+03;10.129473
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:40:40.143069+03;10.113451
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:43:35.089535+03;10.105821
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-02 12:45:33.597272+03;10.104295
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 10:53:59.922423+03;10.110018
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 10:56:02.140105+03;10.111544
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 10:58:04.352104+03;10.116121
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 10:59:59.675093+03;10.114595
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 11:02:15.714495+03;10.119936
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 11:04:01.811841+03;10.122225
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 11:05:59.333142+03;10.119936
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 11:09:00.644028+03;10.114595
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 11:11:00.797054+03;10.107728
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 11:13:01.611205+03;10.113832
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 11:20:04.774449+03;10.158084
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 11:23:00.24347+03;10.133669
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 11:25:01.864424+03;10.121843
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 11:27:01.316992+03;10.119936
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 11:29:00.624363+03;10.124895
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 11:31:02.405694+03;10.136339
Г-43-107 ;G43-107:PIRA3-29.P;Давление низа колонны К-303;Давление;кг/см2;2022-10-03 11:33:02.113308+03;10.142061
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 11:36:33.295631+03;508.31537
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 11:38:32.573951+03;507.99457
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 11:39:31.607228+03;508.55585
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 11:41:33.266612+03;508.5157
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 11:43:33.093668+03;508.47577
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 11:45:32.777759+03;508.5157
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 11:48:32.181396+03;508.55585
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 11:50:32.139212+03;508.23505
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 11:52:32.310787+03;508.2752
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 11:54:32.11096+03;508.79636
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 11:56:38.907997+03;508.63596
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 11:58:33.45408+03;508.79636
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:00:32.570539+03;508.47577
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:02:33.893644+03;508.39545
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:04:33.345056+03;507.83414
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:06:32.497342+03;507.83414
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:09:33.600158+03;508.31537
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:11:32.127796+03;507.83414
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:13:33.151713+03;508.15472
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:15:31.977864+03;508.31537
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:17:32.276989+03;508.47577
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:19:33.144463+03;508.79636
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:21:33.201856+03;509.3175
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:23:37.152426+03;509.11716
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:25:33.513713+03;508.95676
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:27:33.996316+03;509.4779
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:29:32.355067+03;509.23743
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:31:32.98312+03;508.95676
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:33:33.648891+03;509.11716
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:35:34.717379+03;509.55798
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:37:33.157802+03;510.01337
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:39:40.79134+03;509.69257
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:42:34.29102+03;509.5324
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-02 12:44:33.995572+03;509.49225
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 10:54:58.476568+03;509.56058
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 10:56:00.100403+03;509.32007
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 10:57:59.656931+03;509.88138
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 10:59:58.796242+03;510.08173
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 11:01:58.454922+03;509.72098
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 11:04:00.060862+03;510.1219
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 11:06:02.951583+03;510.0418
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 11:08:59.00856+03;509.4805
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 11:11:00.672207+03;509.40018
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 11:13:00.840838+03;509.0796
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 11:20:01.009731+03;510.3626
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 11:23:00.598335+03;510.24237
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 11:25:00.186194+03;509.88138
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 11:27:00.552328+03;510.00165
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 11:29:01.633702+03;510.0418
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 11:31:00.264974+03;510.3626
Г-43-107 ;G43-107:TIR2-113-2.T;Температура верхней зоны десорбера Р-201;Температура;°C;2022-10-03 11:33:00.891181+03;510.523
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:35:33.075393+03;10.997145
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:37:36.442676+03;11.004183
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:38:35.802003+03;10.994757
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:39:32.921825+03;10.997002
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:41:31.816569+03;10.991508
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:42:34.144086+03;10.993353
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:43:32.101787+03;10.999858
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:44:39.114528+03;10.9979515
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:45:36.28377+03;10.993923
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:46:32.186361+03;11.005297
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:48:33.064048+03;11.11152
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:49:32.10387+03;11.116016
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:50:31.439418+03;11.114818
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:51:37.340186+03;11.111478
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:53:37.605274+03;11.10999
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:54:39.970395+03;11.106331
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:55:34.207589+03;11.1147785
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:56:37.763867+03;11.112549
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:57:37.465433+03;11.112677
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 11:59:34.783764+03;11.111269
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:00:35.341392+03;11.109449
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:02:36.845072+03;11.111534
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:03:35.661326+03;11.11062
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:04:36.118279+03;11.113227
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:05:35.309147+03;11.113567
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:07:36.348208+03;10.945995
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:08:37.606289+03;10.93068
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:09:34.911144+03;10.9383545
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:10:32.270855+03;10.930864
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:11:40.67728+03;10.931216
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:12:37.485952+03;10.932578
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:14:34.651687+03;10.93406
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:15:42.186001+03;10.940121
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:17:32.593524+03;10.944492
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:18:34.887165+03;10.939228
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:19:32.002848+03;10.935747
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:20:34.856608+03;10.929552
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:21:34.618084+03;10.932335
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:23:36.747093+03;10.934126
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:24:37.749313+03;10.935117
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:25:35.713272+03;10.936943
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:26:35.201503+03;10.94294
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:27:35.517356+03;10.720401
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:29:32.540712+03;10.497878
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:30:35.274182+03;10.492414
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:31:37.344725+03;10.492891
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:32:34.749774+03;10.495767
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:33:34.990393+03;10.496632
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:35:35.465575+03;10.50099
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:36:34.951205+03;10.507565
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:37:35.207415+03;10.507906
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:38:32.475061+03;10.501757
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:39:32.467348+03;10.492911
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:40:32.283828+03;10.4937725
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:41:33.183477+03;10.495453
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:42:37.340671+03;10.498185
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:43:32.346246+03;10.49891
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:44:37.973072+03;10.496948
