Установка;Имя тега;Описание тега;Измеряемы параметер;Ед. Изм.;Дата/Время значения тега;Значение тега
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 11:50:35.870244+03;17.141518
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 11:52:35.449326+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 11:54:40.304888+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 11:56:38.102554+03;17.141518
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 11:58:47.686203+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:01:39.50813+03;17.141518
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:04:37.443515+03;17.141518
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:05:40.115141+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:07:53.052995+03;17.141518
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:09:39.586447+03;17.120642
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:11:47.466039+03;17.141518
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:13:47.57374+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:16:35.14226+03;17.141518
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:17:40.541856+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:20:40.20555+03;17.134562
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:21:37.084503+03;17.15542
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:23:42.475043+03;17.15542
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:25:54.368109+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:27:39.590851+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:29:48.140973+03;17.134562
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:31:46.907894+03;17.141518
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:33:43.221649+03;17.141518
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:36:37.153333+03;17.141518
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:39:36.240789+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:40:38.695719+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:43:34.752467+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 12:45:40.511561+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 10:54:14.140058+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 10:56:07.004888+03;17.176254
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 10:58:16.865781+03;17.22477
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 11:00:04.811752+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 11:02:28.920985+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 11:04:19.283128+03;17.15542
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 11:08:11.054375+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 11:11:02.84791+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 11:20:07.605042+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 11:23:13.039319+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 11:26:07.085008+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 11:28:26.664229+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 11:30:06.584818+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 11:32:10.846125+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-03 11:34:23.647813+03;17.15542
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:36:34.532627+03;91.1341
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:37:48.981174+03;91.09726
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:38:48.977413+03;91.03023
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:40:33.666989+03;91.0604
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:41:34.965994+03;90.98664
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:44:43.104847+03;90.9296
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:45:44.550095+03;90.93631
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:47:42.256329+03;90.89939
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:48:42.641479+03;90.89939
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:50:36.870752+03;91.01346
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:53:34.302973+03;91.05705
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:54:39.004341+03;91.0604
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:55:41.270071+03;90.89939
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:57:38.343647+03;91.1341
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 11:58:48.4494+03;90.86246
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:00:38.641351+03;90.97993
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:01:44.893321+03;91.09391
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:04:36.300309+03;90.97657
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:05:36.474644+03;90.983284
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:06:36.677778+03;91.09726
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:08:46.098331+03;90.7818
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:09:46.985462+03;90.90275
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:10:47.388811+03;90.78517
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:11:45.871754+03;91.0537
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:13:37.201561+03;91.05705
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:14:44.816914+03;91.09391
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:15:48.955747+03;91.03694
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:18:52.756343+03;91.09391
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:20:34.610524+03;90.86246
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:21:38.706626+03;91.02017
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:24:37.574919+03;90.97657
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:27:36.672071+03;90.97993
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:28:35.984292+03;90.86246
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:30:47.983848+03;90.97993
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:31:44.883504+03;90.93967
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:34:36.580356+03;91.09391
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:36:37.873321+03;91.0738
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:38:45.240474+03;91.09726
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:40:37.054875+03;90.97993
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-02 12:42:39.465083+03;90.93967
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 10:54:16.182798+03;87.86751
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 10:56:01.241714+03;87.98898
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 10:57:19.683082+03;88.03753
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:00:19.284576+03;87.98898
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:02:25.275673+03;87.90918
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:04:15.542812+03;88.148384
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:08:11.864305+03;88.15185
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:11:01.397112+03;87.83276
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:12:00.792739+03;87.82581
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:20:07.801588+03;87.98898
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:23:05.002846+03;87.91266
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:24:29.571332+03;87.98898
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:27:18.871785+03;88.148384
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:28:15.364919+03;87.99246
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:29:17.984039+03;88.11029
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:30:01.74755+03;88.12069
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:31:08.064241+03;88.03059
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:32:09.604038+03;88.15185
ЭЛОУ-АВТ-6 ;AVT6:FIRC0964.F;Расход фр.150-250°С с установки;Объемный расход;м3/ч;2022-10-03 11:33:20.384676+03;87.98898
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:34:50.105203+03;50.220875
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:36:00.339833+03;49.045933
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:36:45.616093+03;49.166096
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:37:44.874534+03;48.59198
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:38:45.764702+03;48.59198
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:39:53.033527+03;47.870995
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:40:46.465771+03;47.710766
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:41:53.740819+03;47.056538
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:42:52.8085+03;47.056538
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:43:49.131037+03;46.7361
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:44:48.286153+03;46.42901
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:45:54.040874+03;45.614563
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:46:48.966052+03;46.696045
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:47:47.055482+03;46.56253
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:48:48.323305+03;46.02846
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:49:55.302428+03;44.88022
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:50:50.042222+03;46.322197
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:51:45.597152+03;46.949726
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:52:54.907675+03;46.24209
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:53:45.06499+03;46.14863
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:54:49.321172+03;47.41703
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:55:45.282475+03;47.136646
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:56:47.383862+03;46.24209
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:57:53.165126+03;46.65599
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:58:53.341132+03;47.109943
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 11:59:47.852053+03;48.00451
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:00:47.197249+03;48.618683
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:01:48.524925+03;48.752197
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:02:45.303188+03;48.992527
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:03:49.665947+03;49.20615
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:04:50.919724+03;49.299618
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:05:48.524972+03;48.899063
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:06:40.765726+03;49.9939
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:07:53.808371+03;49.686813
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:08:46.704403+03;48.485165
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:09:49.083707+03;48.632034
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:10:58.854259+03;48.832306
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:11:52.192935+03;48.805603
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:12:46.503586+03;48.27154
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:13:50.440089+03;48.618683
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:14:53.740734+03;49.84703
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:15:54.599946+03;50.26093
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:16:45.739321+03;49.953842
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:17:45.048751+03;50.207523
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:18:53.251012+03;50.68819
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:19:49.384629+03;50.66148
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:20:49.209707+03;49.686813
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:21:49.285093+03;49.03258
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:22:49.703496+03;50.16747
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:23:55.011053+03;49.566647
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:24:57.566624+03;49.299618
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:25:48.371471+03;49.072636
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:26:53.526676+03;49.152744
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:28:40.401961+03;48.87236
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:29:46.374409+03;48.01786
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:30:52.680791+03;48.632034
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:31:44.754387+03;49.32632
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:32:48.268726+03;49.232853
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:33:48.665682+03;48.632034
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:34:54.085518+03;48.55192
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:35:49.893555+03;48.485165
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:36:47.414967+03;47.870995
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:37:55.486798+03;47.457085
